1.68871 -19.0318 6.8169 4.98914e-05
1.72113 -19.1651 6.83992 4.98914e-05
1.61529 -19.0249 6.71252 4.98914e-05
1.73755 -18.9387 6.77692 4.98914e-05
1.76865 -19.1297 6.84262 4.98914e-05
1.90372 -19.1129 6.86727 4.98914e-05
1.86042 -19.0682 6.77172 4.98914e-05
1.83314 -19.0432 6.92286 4.98914e-05
1.84267 -18.9533 6.88851 4.98914e-05
1.64531 -19.1705 6.78664 4.98914e-05
1.80682 -19.1998 6.71316 4.98914e-05
1.67019 -19.0953 6.71977 4.98914e-05
1.55915 -18.998 6.82487 4.98914e-05
1.92654 -19.1345 6.71099 4.98914e-05
1.74206 -18.9072 6.81887 4.98914e-05
1.76031 -18.9929 7.03806 4.98914e-05
1.59932 -18.9746 6.82597 4.98914e-05
1.51982 -19.0871 6.83729 4.98914e-05
1.81273 -19.0875 7.02459 4.98914e-05
1.65147 -18.9508 6.67457 4.98914e-05
1.65215 -18.8754 6.86745 4.98914e-05
1.57162 -18.8389 6.77818 4.98914e-05
1.96942 -18.9916 6.74599 4.98914e-05
1.60035 -19.0045 6.68979 4.98914e-05
1.70578 -18.8074 6.7727 4.98914e-05
1.6392 -18.8282 6.88147 4.98914e-05
1.54539 -19.1483 6.9453 4.98914e-05
1.70717 -18.8289 6.85944 4.98914e-05
1.47363 -19.1161 6.77219 4.98914e-05
1.73635 -18.8886 6.81086 4.98914e-05
1.62579 -18.7901 6.68645 4.98914e-05
1.52071 -18.8994 6.80007 4.98914e-05
1.85174 -19.3209 6.79427 4.98914e-05
1.47912 -19.2003 6.88622 4.98914e-05
1.73249 -18.8054 6.76722 4.98914e-05
1.54743 -19.0502 6.71232 4.98914e-05
1.89215 -19.337 6.69656 4.98914e-05
1.90483 -19.3009 6.81815 4.98914e-05
1.97328 -18.8766 6.72941 4.98914e-05
1.78071 -19.2887 6.7602 4.98914e-05
1.53556 -19.2254 6.93118 4.98914e-05
1.85063 -19.192 6.80118 4.98914e-05
1.5226 -19.1789 6.59632 4.98914e-05
1.53739 -19.2498 6.67918 4.98914e-05
1.9324 -19.0622 6.94223 4.98914e-05
1.56476 -18.7534 6.82929 4.98914e-05
2.1651 -19.0688 6.74502 4.98914e-05
1.50571 -18.945 6.7736 4.98914e-05
1.68087 -19.3698 6.71435 4.98914e-05
2.08912 -19.0426 6.79087 4.98914e-05
1.93061 -18.789 6.73211 4.98914e-05
1.54847 -18.9454 6.76098 4.98914e-05
2.11618 -19.3281 6.9207 4.98914e-05
1.94269 -18.9405 6.75917 4.98914e-05
1.82064 -19.3551 6.74828 4.98914e-05
1.61802 -18.5649 6.75373 4.98914e-05
1.52028 -19.2916 6.95208 4.98914e-05
1.79954 -18.8448 6.79407 4.98914e-05
1.40134 -19.0396 6.79473 4.98914e-05
1.78891 -18.7605 6.78296 4.98914e-05
1.91522 -18.7972 6.89662 4.98914e-05
1.38304 -19.249 6.70192 4.98914e-05
1.68696 -18.6869 6.69714 4.98914e-05
2.12066 -19.2589 6.90079 4.98914e-05
2.14166 -18.9024 6.78848 4.98914e-05
2.21709 -19.1267 6.88498 4.98914e-05
1.7532 -19.3167 6.57226 4.98914e-05
1.38284 -18.9628 6.67366 4.98914e-05
1.90165 -19.4878 6.70406 4.98914e-05
1.63077 -18.6469 6.84732 4.98914e-05
1.60507 -18.6643 6.87109 4.98914e-05
1.41821 -18.9889 6.69598 4.98914e-05
2.09156 -18.9002 6.77557 4.98914e-05
2.12088 -19.3624 6.8468 4.98914e-05
1.58689 -18.7245 6.76019 4.98914e-05
2.13228 -18.9671 6.90475 4.98914e-05
1.96142 -19.4313 6.81207 4.98914e-05
1.61259 -18.6469 6.89746 4.98914e-05
1.49081 -18.6187 6.80678 4.98914e-05
1.64268 -18.6317 6.51194 4.98914e-05
2.20519 -18.9491 7.02851 4.98914e-05
1.34274 -19.2756 6.78346 4.98914e-05
1.40809 -19.5175 6.76182 4.98914e-05
2.18669 -18.7837 6.72302 4.98914e-05
2.19858 -18.9128 6.94742 4.98914e-05
2.02907 -19.3081 6.7097 4.98914e-05
2.10399 -18.9658 6.76069 4.98914e-05
1.84665 -18.5057 6.71709 4.98914e-05
2.09124 -18.9089 6.66337 4.98914e-05
2.11308 -19.5164 6.77491 4.98914e-05
1.5107 -18.6636 6.63858 4.98914e-05
1.31567 -18.9123 6.86467 4.98914e-05
1.60022 -19.5182 6.7017 4.98914e-05
1.8538 -19.5733 6.8078 4.98914e-05
2.08284 -19.3235 6.69512 4.98914e-05
2.07726 -18.6724 6.83264 4.98914e-05
1.41163 -19.3929 6.82924 4.98914e-05
2.01136 -18.6069 6.62815 4.98914e-05
2.0406 -18.604 6.66328 4.98914e-05
2.07714 -19.4692 6.9149 4.98914e-05
2.13714 -18.9663 6.82793 4.98914e-05
2.11776 -19.3701 6.72902 4.98914e-05
2.13419 -19.0958 6.80615 4.98914e-05
2.13762 -18.6345 6.90361 4.98914e-05
1.21279 -19.2587 6.69742 4.98914e-05
1.43263 -18.5932 6.8106 4.98914e-05
2.21758 -18.8332 7.00641 4.98914e-05
2.25199 -19.3041 6.79435 4.98914e-05
1.48787 -19.4429 6.83446 4.98914e-05
2.08869 -19.5419 6.76334 4.98914e-05
2.30773 -18.6126 6.67827 4.98914e-05
1.85568 -19.2798 6.97253 4.98914e-05
1.75668 -18.5056 6.72647 4.98914e-05
1.52378 -18.652 6.83637 4.98914e-05
1.79885 -19.3964 6.84828 4.98914e-05
2.22153 -18.6483 6.88672 4.98914e-05
2.24651 -19.1409 6.67198 4.98914e-05
1.22404 -19.0227 6.74828 4.98914e-05
2.17353 -18.5656 6.8478 4.98914e-05
2.27654 -18.7081 6.83761 4.98914e-05
2.07863 -18.7566 6.8186 4.98914e-05
1.98221 -18.7505 6.74221 4.98914e-05
1.26403 -19.1063 6.80551 4.98914e-05
1.4494 -18.5167 6.76887 4.98914e-05
1.55602 -19.5226 6.82267 4.98914e-05
2.05568 -18.4272 6.72269 4.98914e-05
2.27643 -18.8442 6.71246 4.98914e-05
2.23799 -19.154 6.63178 4.98914e-05
1.62651 -19.6157 6.69473 4.98914e-05
2.18461 -18.6339 6.85316 4.98914e-05
1.84755 -19.5282 6.67927 4.98914e-05
2.18239 -18.7581 6.80482 4.98914e-05
1.10537 -19.1661 6.78862 4.98914e-05
2.05568 -19.4418 6.78019 4.98914e-05
2.21643 -18.8956 6.83188 4.98914e-05
1.7122 -19.6704 7.04302 4.98914e-05
1.38602 -19.1566 6.81011 4.98914e-05
2.31613 -19.2261 6.85097 4.98914e-05
1.31119 -18.7123 6.86575 4.98914e-05
2.37995 -19.5005 6.82228 4.98914e-05
1.56342 -18.6176 6.97386 4.98914e-05
1.99463 -19.426 6.90708 4.98914e-05
1.6248 -18.5104 6.89122 4.98914e-05
2.19804 -19.5052 6.7929 4.98914e-05
1.23418 -19.2554 6.94709 4.98914e-05
2.39243 -19.0536 6.88312 4.98914e-05
1.36576 -19.477 6.74755 4.98914e-05
1.16845 -19.1295 6.73355 4.98914e-05
1.99059 -19.3955 6.78614 4.98914e-05
2.31859 -19.2699 6.87771 4.98914e-05
2.14077 -18.6922 6.78097 4.98914e-05
2.14917 -18.4543 6.91489 4.98914e-05
1.82518 -19.6599 6.91064 4.98914e-05
1.4482 -18.5914 6.88635 4.98914e-05
1.2462 -18.6242 6.74758 4.98914e-05
1.33633 -18.7256 6.8052 4.98914e-05
2.19175 -18.8226 6.85278 4.98914e-05
1.85574 -19.6796 6.74252 4.98914e-05
2.10637 -19.5473 6.72649 4.98914e-05
2.34944 -19.4393 6.85206 4.98914e-05
1.29637 -19.6212 6.76281 4.98914e-05
1.41126 -18.5433 6.84041 4.98914e-05
1.42565 -19.5972 6.7095 4.98914e-05
2.43783 -18.6674 6.70893 4.98914e-05
1.2644 -18.5339 6.56073 4.98914e-05
1.67897 -19.6297 6.73176 4.98914e-05
1.28008 -19.2671 7.03287 4.98914e-05
1.21411 -18.3962 6.8387 4.98914e-05
1.17969 -18.9982 6.92453 4.98914e-05
1.21444 -18.5098 6.71881 4.98914e-05
1.24931 -18.5034 6.80714 4.98914e-05
1.37915 -18.4269 6.84578 4.98914e-05
1.06651 -19.3745 6.75266 4.98914e-05
1.11777 -19.3932 6.84183 4.98914e-05
1.74101 -18.4785 6.7616 4.98914e-05
1.23356 -18.5607 6.88077 4.98914e-05
1.11752 -19.5519 6.79113 4.98914e-05
1.07894 -18.9667 6.8697 4.98914e-05
2.29005 -19.1206 6.67492 4.98914e-05
1.9548 -18.1147 6.81606 4.98914e-05
1.76836 -19.7143 6.81628 4.98914e-05
2.13064 -18.554 6.67867 4.98914e-05
2.49917 -19.2027 6.63982 4.98914e-05
1.69992 -19.7269 6.79851 4.98914e-05
2.51496 -18.9814 6.7961 4.98914e-05
2.37392 -19.1428 6.91572 4.98914e-05
2.08823 -19.5453 6.70652 4.98914e-05
1.11714 -18.897 6.85852 4.98914e-05
1.63614 -18.313 6.72028 4.98914e-05
1.79532 -18.5172 6.77403 4.98914e-05
1.9619 -18.3099 6.74034 4.98914e-05
2.63898 -19.0307 6.81025 4.98914e-05
1.23001 -19.5651 6.68135 4.98914e-05
1.96972 -19.7844 6.82853 4.98914e-05
2.19562 -19.1689 6.83921 4.98914e-05
0.907593 -18.9189 6.66754 4.98914e-05
2.1384 -18.3481 6.76665 4.98914e-05
2.11741 -18.3098 6.72972 4.98914e-05
1.91813 -19.5969 6.92384 4.98914e-05
1.76319 -19.8256 6.86641 4.98914e-05
2.54231 -19.3064 6.74277 4.98914e-05
1.16502 -19.3094 6.86569 4.98914e-05
2.32338 -18.571 6.66571 4.98914e-05
2.34914 -19.1175 6.74934 4.98914e-05
2.35667 -18.5288 6.73962 4.98914e-05
1.70825 -18.3606 6.75464 4.98914e-05
2.26869 -19.2721 6.87552 4.98914e-05
1.62262 -18.3306 6.61337 4.98914e-05
1.30196 -18.1951 6.64378 4.98914e-05
2.27558 -18.3716 6.83069 4.98914e-05
2.38519 -19.4168 6.87681 4.98914e-05
1.67103 -19.8179 6.81638 4.98914e-05
1.18102 -18.6709 6.72504 4.98914e-05
2.33949 -19.5599 6.75395 4.98914e-05
1.1765 -19.5098 6.64378 4.98914e-05
2.16818 -19.4858 6.82759 4.98914e-05
1.79609 -19.4434 6.83451 4.98914e-05
1.11559 -19.2785 6.72101 4.98914e-05
2.47736 -18.8229 6.77913 4.98914e-05
1.25919 -18.2275 6.75544 4.98914e-05
0.888184 -19.5479 6.86697 4.98914e-05
1.34444 -19.5058 6.82235 4.98914e-05
1.41205 -19.3476 6.74266 4.98914e-05
1.76772 -19.7861 6.79177 4.98914e-05
2.37409 -18.51 6.66917 4.98914e-05
1.9625 -18.301 6.85754 4.98914e-05
2.37912 -18.7152 6.67578 4.98914e-05
1.34378 -19.655 6.83441 4.98914e-05
1.05022 -19.8603 6.91382 4.98914e-05
2.38735 -19.5362 6.71482 4.98914e-05
0.78821 -18.8415 6.95013 4.98914e-05
